,date,text
64,20050503,"Release Date: May 3, 2005
For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 3 percent.The Committee believes that, even after this action, the stance of monetary policy remainsaccommodative and, coupled with robust underlying growth in productivity, is providing
ongoing support to economic activity. Recent data
 suggest that the solid pace of spendinggrowth has slowed somewhat, partly in response to the earlier increases in energy prices.
Labor market conditions, however, apparently c
ontinue to improve gradually. Pressures on
inflation have picked up in recent months and pricing power is more evident. Longer-term
inflation expectations remain well contained.The Committee perceives that, with appropriate monetary policy action, the upside anddownside risks to the attainment of both sustainable growth and price stability should bekept roughly equal. With underlying inflati
on expected to be contained, the Committeebelieves that policy accommodation can be removed at a pace that is likely to be measured.Nonetheless, the Committee will respond to changes in economic prospects as needed tofulfill its obligation to maintain price stability.
Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Edward

M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M.

Santomero; and Gary H. Stern.In a related action, the Board of Governors unanimously approved a 25-basis-point increasein the discount rate to 4 percent. In taking this action, the Board approved the requests
submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City,
Dallas, and San Francisco.2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: May 6, 2005
"
65,20050630,"Release Date: June 30, 2005
For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 3-1/4 percent.The Committee believes that, even after this action, the stance of monetary policy remainsaccommodative and, coupled with robust underlying growth in productivity, is providing
ongoing support to economic activity. Although energy prices have risen further, the

expansion remains firm and labor market conditions continue to improve gradually.
Pressures on inflation have stayed elevated, but longer-term 
inflation expectations remainwell contained.The Committee perceives that, with appropriate monetary policy action, the upside anddownside risks to the attainment of both sustainable growth and price stability should bekept roughly equal. With underlying inflati
on expected to be contained, the Committeebelieves that policy accommodation can be removed at a pace that is likely to be measured.Nonetheless, the Committee will respond to changes in economic prospects as needed tofulfill its obligation to maintain price stability.
Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Edward

M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M.

Santomero; and Gary H. Stern.In a related action, the Board of Governors unanimously approved a 25-basis-point increasein the discount rate to 4-1/4 percent. In taking this action, the Board approved the requestssubmitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City,
Dallas, and San Francisco.2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: June 30, 2005
"
66,20050809,"Release Date: August 9, 2005
For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 3-1/2 percent.The Committee believes that, even after this action, the stance of monetary policy remainsaccommodative and, coupled with robust underlying growth in productivity, is providing
ongoing support to economic activity. Aggreg
ate spending, despite high energy prices,
appears to have strengthened since late winter, and labor market conditions continue to
improve gradually. Core inflation has been re
latively low in recent months and longer-term
inflation expectations remain well contained, but pressures on inflation have stayedelevated.The Committee perceives that, with appropriate monetary policy action, the upside anddownside risks to the attainment of both sustainable growth and price stability should bekept roughly equal. With underlying inflati
on expected to be contained, the Committeebelieves that policy accommodation can be removed at a pace that is likely to be measured.Nonetheless, the Committee will respond to changes in economic prospects as needed tofulfill its obligation to maintain price stability.
Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald

L. Kohn; Michael H. Moskow; Mark W. Olson;
 Anthony M. Santomero; and Gary H. Stern.In a related action, the Board of Governors unanimously approved a 25-basis-point increasein the discount rate to 4-1/2 percent. In taking this action, the Board approved the requestssubmitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City,
Dallas, and San Francisco.2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: August 9, 2005
"
67,20050920,"Release Date: September 20, 2005
For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 3-3/4 percent.Output appeared poised to continue growing at a good pace before the tragic toll ofHurricane Katrina. The widespread devastation in the Gulf region, the associated dislocationof economic activity, and the boost to ener
gy prices imply that spending, production, andemployment will be set back in the near term. In addition to elevating premiums for someenergy products, the disruption to the producti
on and refining infrastructure may add toenergy price volatility.
While these unfortunate developments have increased uncertainty about near-term economic
performance, it is the Committee's view that
 they do not pose a more persistent threat.Rather, monetary policy accommodation, c
oupled with robust underlying growth inproductivity, is providing ongoing support to ec
onomic activity. Higher energy and other
costs have the potential to add to inflation pressures. However, core inflation has been
relatively low in recent months and longer-te
rm inflation expectations remain contained.The Committee perceives that, with appropriate monetary policy action, the upside anddownside risks to the attainment of both sustainable growth and price stability should bekept roughly equal. With underlying inflati
on expected to be contained, the Committeebelieves that policy accommodation can be removed at a pace that is likely to be measured.Nonetheless, the Committee will respond to changes in economic prospects as needed tofulfill its obligation to maintain price stability.
Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald

L. Kohn; Michael H. Moskow; Anthony M. Santomero; and Gary H. Stern. Voting against
was Mark W. Olson, who preferred no change in th
e federal funds rate target at this meeting.
In a related action, the Board of Governors unanimously approved a 25-basis-point increasein the discount rate to 4-3/4 percent. In taking this action, the Board approved the requestssubmitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Richmond, Chicago, Minneapolis, and Kansas City.
2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: September 20, 2005
"
68,20051101,"Release Date: November 1, 2005
For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 4 percent.Elevated energy prices and hurricane-relat
ed disruptions in economic activity havetemporarily depressed output and employment. However, monetary policy accommodation,
coupled with robust underlying growth in productivity, is providing ongoing support to
economic activity that will likely be augmented by planned rebuilding in the hurricane-affected areas. The cumulative rise in energy and other costs has the potential to add to

inflation pressures; however, core inflation ha
s been relatively low in recent months andlonger-term inflation expect
ations remain contained.The Committee perceives that, with appropriate monetary policy action, the upside anddownside risks to the attainment of both sustainable growth and price stability should bekept roughly equal. With underlying inflati
on expected to be contained, the Committeebelieves that policy accommodation can be removed at a pace that is likely to be measured.Nonetheless, the Committee will respond to changes in economic prospects as needed tofulfill its obligation to maintain price stability.
Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald

L. Kohn; Michael H. Moskow; Mark W. Olson;
 Anthony M. Santomero; and Gary H. Stern.In a related action, the Board of Governors unanimously approved a 25-basis point increasein the discount rate to 5 percent. In taking this action, the Board approved the requests
submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City,
Dallas, and San Francisco.2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: November 1, 2005
"
69,20051213,"Release Date: December 13, 2005For immediate releaseThe Federal Open Market Committee decided today to raise its target for the federal funds
rate by 25 basis points to 4-1/4 percent.Despite elevated energy prices and hurricane-r
elated disruptions, the expansion in economicactivity appears solid. Core inflation has stayed relatively low in recent months andlonger-term inflation expectations remain 
contained. Nevertheless, possible increases inresource utilization as well as elevated energy 
prices have the potential to add to inflationpressures.The Committee judges that some further measured policy firming is likely to be needed tokeep the risks to the attainment of both sustainable economic growth and price stabilityroughly in balance. In any event, the Committee will respond to changes in economicprospects as needed to foster these objectives.Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald

L. Kohn; Michael H. Moskow; Mark W. Olson;
 Anthony M. Santomero; and Gary H. Stern.In a related action, the Board of Governors unanimously approved a 25-basis point increasein the discount rate to 5-1/4 percent. In taking this action, the Board approved the requestssubmitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,
Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City,
Dallas, and San Francisco.2005 Monetary policyHome
 | 
News and events
Accessibility
Last update: December 13, 2005
"
70,20060131,"Release Date: January 31, 2006For immediate release

The Federal Open Market Committee decided today to raise its target for the federal funds rate by
25 basis points to 4-1/2 percent.Although recent economic data have been uneven, the expansion in economic activity appears solid.Core inflation has stayed relatively low in recent months and longer-term inflation expectations
remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy
prices have the potential to add to inflation pressures.The Committee judges that some further policy firming may be needed to keep the risks to theattainment of both sustainable economic growth and price stability roughly in balance. In any event,the Committee will respond to changes in economic prospects as needed to foster these objectives.Voting for the FOMC monetary policy action 
were: Alan Greenspan, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Roger 
W. Ferguson, Jr.; Jack Guynn; Donald L. Kohn;
Jeffrey M. Lacker; Mark W. Olson; 
Sandra Pianalto; and Janet L. Yellen.
In a related action, the Board of Governors unanimously approved a 25-basis-point increase in thediscount rate to 5-1/2 percent. In taking this action, the Board approved the requests submitted bythe Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia,
Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas, and San Francisco.
"
71,20060328,"Release Date: March 28, 2006
For immediate release

The Federal Open Market Committee decided today to raise its target for the federal funds rate by
25 basis points to 4-3/4 percent.The slowing of the growth of real GDP in the fourth quarter of 2005 seems largely to have reflected
temporary or special factors. Economic growth has rebounded strongly in the current quarter butappears likely to moderate to a more sustainable pace. As yet, the run-up in the prices of energy and
other commodities appears to have had only a modest effect on core inflation, ongoing productivity
gains have helped to hold the growth of unit labor costs in check, and inflation expectations remaincontained. Still, possible increases in resource utilization, in combination with the elevated prices ofenergy and other commodities, have the pot
ential to add to inflation pressures.The Committee judges that some further policy firming may be needed to keep the risks to theattainment of both sustainable economic growth and price stability roughly in balance. In any event,the Committee will respond to changes in economic prospects as needed to foster these objectives.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Jack Guynn;
 Donald L. Kohn; Randall S. Kroszner; Jeffrey
M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.
In a related action, the Board of Governors approved a 25-basis-point increase in the discount rate to5-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards ofDirectors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond,
Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco."
72,20060510,"Release Date: May 10, 2006For immediate release

The Federal Open Market Committee decided today to raise its target for the federal funds rate by
25 basis points to 5 percent.Economic growth has been quite strong so far this year. The Committee sees growth as likely to
moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market andthe lagged effects of increases in interest rates and energy prices.
As yet, the run-up in the prices of energy and ot
her commodities appears to have had only a modesteffect on core inflation, ongoing productivity gains 
have helped to hold the growth of unit laborcosts in check, and inflation expectations remain contained. Still, possible increases in resource
utilization, in combination with the elevated prices of energy and other commodities, have the
potential to add to inflation pressures.The Committee judges that some further policy firming may yet be needed to address inflation risksbut emphasizes that the extent and timing of any such firming will depend importantly on theevolution of the economic outlook as implied by incoming information. In any event, the Committeewill respond to changes in economic prospects as needed to support the attainment of its objectives.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Jack Guynn;
 Donald L. Kohn; Randall S. Kroszner; Jeffrey
M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.
In a related action, the Board of Governors unanimously approved a 25-basis-point increase in thediscount rate to 6 percent. In taking this action, the Board approved the requests submitted by theBoards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland,
Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco."
73,20060629,"Release Date: June 29, 2006For immediate release

The Federal Open Market Committee decided today to raise its target for the federal funds rate by
25 basis points to 5-1/4 percent.Recent indicators suggest that economic growth is moderating from its quite strong pace earlier thisyear, partly reflecting a gradual 
cooling of the housing market and the lagged effects of increases in
interest rates and energy prices.
Readings on core inflation have been elevated in recent months. Ongoing productivity gains haveheld down the rise in unit labor costs, and inflation expectations remain contained. However, the
high levels of resource utilization and of the prices of energy and other commodities have the
potential to sustain inflation pressures.Although the moderation in the growth of aggregate demand should help to limit inflation pressuresover time, the Committee judges that some inflation risks remain. The extent and timing of anyadditional firming that may be needed to address these risks will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information. In any event,the Committee will respond to changes in economic prospects as needed to support the attainment ofits objectives.
Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Jack Guynn;
 Donald L. Kohn; Randall S. Kroszner; Jeffrey
M. Lacker; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.
In a related action, the Board of Governors unanimously approved a 25-basis-point increase in thediscount rate to 6-1/4 percent. In taking this action, the Board approved the requests submitted bythe Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia,
Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Dallas."
74,20060808,"Release Date: August 8, 2006For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth has moderated from its quite strong pace earlier this year, partly reflecting a
gradual cooling of the housing market and the lagged effects of increases in interest rates and energy
prices.Readings on core inflation have been elevated in recent months, and the high levels of resourceutilization and of the prices of energy and other 
commodities have the potential to sustain inflationpressures. However, inflation pressures seem li
kely to moderate over time, reflecting containedinflation expectations and the cumulative effect
s of monetary policy actions and other factorsrestraining aggregate demand.Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of anyadditional firming that may be needed to address these risks will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Jack G
uynn; Donald L. Kohn; Randall S. Kroszner; SandraPianalto; Kevin M. Warsh; and Janet L. Yellen. Vo
ting against was Jeffrey M. Lacker, who preferred
an increase of 25 basis points in the federal funds rate target at this meeting.
"
75,20060920,"Release Date: September 20, 2006For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.The moderation in economic growth appears to be continuing, partly reflecting a cooling of thehousing market.Readings on core inflation have been elevated, and the high levels of resource utilization and of theprices of energy and other commodities have the 
potential to sustain inflation pressures. However,
inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy
prices, contained inflation expectations, and the cumulative effects of monetary policy actions and
other factors restrain
ing aggregate demand.Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of anyadditional firming that may be needed to address these risks will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Jack 
Guynn; Donald L. Kohn; Randall S. Kroszner;Frederic S. Mishkin; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was
Jeffrey M. Lacker, who preferred an increase of 25 ba
sis points in the federal funds rate target at this
meeting."
76,20061025,"Release Date: October 25, 2006For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth has slowed over the course of the year, partly reflecting a cooling of the housing
market. Going forward, the economy seems likely to expand at a moderate pace.Readings on core inflation have been elevated, and the high level of resource utilization has the
potential to sustain inflation pressures. However, 
inflation pressures seem likely to moderate overtime, reflecting reduced impetus from energy pri
ces, contained inflation expectations, and thecumulative effects of monetary policy actions 
and other factors restraining aggregate demand.Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of anyadditional firming that may be needed to address these risks will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Donald
 L. Kohn; Randall S. Kroszner; Frederic S.Mishkin; Sandra Pianalto; William 
Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was
Jeffrey M. Lacker, who preferred an increase of 25 ba
sis points in the federal funds rate target at this
meeting."
77,20061212,"Release Date: December 12, 2006For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth has slowed over the course of the year, partly reflecting a substantial cooling of
the housing market. Although recent indicators have been mixed, the economy seems likely toexpand at a moderate pace on balance over coming quarters.Readings on core inflation have been elevated, and the high level of resource utilization has the
potential to sustain inflation pressures. However, 
inflation pressures seem likely to moderate overtime, reflecting reduced impetus from energy pri
ces, contained inflation expectations, and thecumulative effects of monetary policy actions 
and other factors restraining aggregate demand.Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of anyadditional firming that may be needed to address these risks will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Donald
 L. Kohn; Randall S. Kroszner; Frederic S.Mishkin; Sandra Pianalto; William 
Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was
Jeffrey M. Lacker, who preferred an increase of 25 ba
sis points in the federal funds rate target at this
meeting."
78,20070131,"Release Date: January 31, 2007For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Recent indicators have suggested somewhat firmer economic growth, and some tentative signs ofstabilization have appeared in the housing market. Overall, the economy seems likely to expand at amoderate pace over coming quarters.Readings on core inflation have improved modestly in recent months, and inflation pressures seem
likely to moderate over time. However, the high le
vel of resource utilization has the potential tosustain inflation pressures.The Committee judges that some inflation risks remain. The extent and timing of any additionalfirming that may be needed to address these risks will depend on the evolution of the outlook forboth inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Susan S. Bies; Thomas 
M. Hoenig; Donald L. Kohn; Randall S. Kroszner;Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.
"
79,20070321,"Release Date: March 21, 2007
For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Recent indicators have been mixed and the adjustment in the housing sector is ongoing.Nevertheless, the economy seems likely to continue to expand at a moderate pace over comingquarters.Recent readings on core inflation have been somewhat elevated. Although inflation pressures seemlikely to moderate over time, the high level of resource utilization has the potential to sustain thosepressures.In these circumstances, the Committee's predominant policy concern remains the risk that inflationwill fail to moderate as expected. Future policy adjustments will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Thomas M. Hoenig; D
onald L. Kohn; Randall S. Kroszner; Cathy E.Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.
"
80,20070509,"Release Date: May 9, 2007For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth slowed in the first part of this year and the adjustment in the housing sector isongoing. Nevertheless, the economy seems likely to expand at a moderate pace over comingquarters.Core inflation remains somewhat elevated. Although inflation pressures seem likely to moderateover time, the high level of resource utilization has the potential to sustain those pressures.In these circumstances, the Committee's predominant policy concern remains the risk that inflationwill fail to moderate as expected. Future policy adjustments will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Thomas M. Hoenig; D
onald L. Kohn; Randall S. Kroszner; Cathy E.Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.
"
81,20070628,"Release Date: June 28, 2007For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth appears to have been moderate during the first half of this year, despite the
ongoing adjustment in the housing sector. The econom
y seems likely to continue to expand at amoderate pace over coming quarters.Readings on core inflation have improved modestly in recent months. However, a sustained
moderation in inflation pressures has yet to be convincingly demonstrated. Moreover, the high level
of resource utilization has the potential to sustain those pressures.In these circumstances, the Committee's predominant policy concern remains the risk that inflationwill fail to moderate as expected. Future policy adjustments will depend on the evolution of theoutlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Thomas M. Hoenig; D
onald L. Kohn; Randall S. Kroszner; Cathy E.Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.
"
82,20070807,"Release Date: August 7, 2007For immediate release

The Federal Open Market Committee decided today to keep its target for the federal funds rate at
5-1/4 percent.Economic growth was moderate during the first half of the year. Financial markets have been
volatile in recent weeks, credit conditions have become tighter for some households and businesses,and the housing correction is ongoing. Nevertheless, the economy seems likely to continue toexpand at a moderate pace over coming quarters, supported by solid growth in employment andincomes and a robust global economy.
Readings on core inflation have improved modestly in recent months. However, a sustained
moderation in inflation pressures has yet to be convincingly demonstrated. Moreover, the high level
of resource utilization has the potential to sustain those pressures.Although the downside risks to growth have increased somewhat, the Committee's predominantpolicy concern remains the risk that inflation will fail to moderate as expected. Future policyadjustments will depend on the outlook for both inflation and economic growth, as implied byincoming information.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Thomas M. Hoenig; Dona
ld L. Kohn; Randall S. Kroszner; Frederic S.Mishkin; Michael H. Moskow; William Pool
e; Eric Rosengren; and Kevin M. Warsh.
"
83,20070810,"Release Date: August 10, 2007For immediate release

The Federal Reserve is providing liquidity to facilitate the orderly functioning of financial markets.The Federal Reserve will provide reserves as necessary through open market operations to promotetrading in the federal funds market at rates close to the Federal Open Market Committee's target rate
of 5-1/4 percent. In current circumstances, depository institutions may experience unusual fundingneeds because of dislocations in money and credit markets. As always, the discount window isavailable as a source of funding."
84,20070918,"Release Date: September 18, 2007For immediate release

The Federal Open Market Committee decided today to lower its target for the federal funds rate 50
basis points to 4-3/4 percent.Economic growth was moderate during the first half of the year, but the tightening of credit
conditions has the potential to intensify the housing correction and to restrain economic growthmore generally.  Today™s action is intended to help forestall some of the adverse effects on the

broader economy that might otherwise arise from the disruptions in financial markets and topromote moderate growth over time. Readings on core inflation have improved modestly this year.  However, the Committee judges that
some inflation risks remain, and it will continue to monitor inflation developments carefully. 
Developments in financial markets since the Committee™s last regular meet
ing have increased theuncertainty surrounding the economic outlook.  The Committee will continue to assess the effects of
these and other developments on economic prospects and will act as needed to foster price stabilityand sustainable economic growth.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Charles L. Evans; 
Thomas M. Hoenig; Donald L. Kohn; Randall S.Kroszner; Frederic S. Mishkin; William P
oole; Eric Rosengren; and Kevin M. Warsh.  
In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in thediscount rate to 5-1/4 percent.  In taking this action, the Board approved the requests submitted bythe Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, St. Louis,
Minneapolis, Kansas City, and San Francisco.
"
85,20071031,"Release Date: October 31, 2007For immediate release

The Federal Open Market Committee decided today to lower its target for the federal funds rate 25
basis points to 4-1/2 percent.Economic growth was solid in the third quarter, 
and strains in financial markets have easedsomewhat on balance.  However, the pace of econom
ic expansion will likely slow in the near term,partly reflecting the intensification of the housing correction.  Today™s action, combined with the
policy action taken in September, should help fore
stall some of the adverse effects on the broader
economy that might otherwise arise from the disruptions in financial markets and promote moderategrowth over time.Readings on core inflation have improved modestly this year, but recent increases in energy and
commodity prices, among other factors, may put renewed upward pressure on inflation.  In thiscontext, the Committee judges that some inflation risks remain, and it will continue to monitorinflation developments carefully. 
The Committee judges that, after this action, the upside risks to inflation roughly balance thedownside risks to growth.  The Committee will continue to assess the effects of financial and other
developments on economic prospects and will act as needed to foster price stability and sustainableeconomic growth.Voting for the FOMC monetary policy action we
re:  Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Charles L. Evans;
 Donald L. Kohn; Randall S. Kroszner;Frederic S. Mishkin; William P
oole; Eric S. Rosengren; and Kevin M. Warsh.  Voting against was
Thomas M. Hoenig, who preferred no change in the federal funds rate at this meeting.In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in thediscount rate to 5 percent.  In taking this action, the Board approved the requests submitted by theBoards of Directors of the Federal Reserve Banks of New York, Richm
ond, Atlanta, Chicago, St.Louis, and San Francisco."
86,20071211,"Release Date: December 11, 2007
For immediate release

The Federal Open Market Committee decided today to lower its target for the federal funds rate 25
basis points to 4-1/4 percent.Incoming information suggests that economic growth is slowing, reflecting the intensification of thehousing correction and some softening in business and consumer spending. Moreover, strains in
financial markets have increased in recent weeks.  Today™s action, combined with the policy actions
taken earlier, should help promot
e moderate growth over time.Readings on core inflation have improved modestly this year, but elevated energy and commodity
prices, among other factors, may put upward pressure on inflation.  In this context, the Committeejudges that some inflation risks remain, and it will continue to monitor inflation developmentscarefully.
Recent developments, including the deterioration in financial market conditions, have increased theuncertainty surrounding the outlook for economic growth and inflation.  The Committee willcontinue to assess the effects of financial and 
other developments on economic prospects and willact as needed to foster price stability and sustainable economic growth.Voting for the FOMC monetary policy action we
re:  Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Charles L. Evans; 
Thomas M. Hoenig; Donald L. Kohn; Randall S.Kroszner; Frederic S. Mishkin; William Poole; and Kevin M. Warsh.  Voting against was Eric S.
Rosengren, who preferred to lower the target for 
the federal funds rate by 50 basis points at thismeeting.In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in thediscount rate to 4-3/4 percent.  In taking this action, the Board approved the requests submitted bythe Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland,
Richmond, Atlanta, Chicago, and St. Louis."
87,20080130,"Release Date: January 30, 2008For immediate release

The Federal Open Market Committee decided today to lower its target for the federal funds rate 50
basis points to 3 percent.Financial markets remain under considerable stress, and credit has tightened further for somebusinesses and households.  Moreover, recent in
formation indicates a deepening of the housingcontraction as well as some softening in labor markets.The Committee expects inflation to moderate in 
coming quarters, but it will be necessary tocontinue to monitor inflation developments carefully.
Today™s policy action, combined with those taken ea
rlier, should help to promote moderate growth
over time and to mitigate the risks to economic activity.  However, downside risks to growth
remain.  The Committee will continue to assess the effects of fi
nancial and other developments oneconomic prospects and will act in a timely manner as needed to address those risks.Voting for the FOMC monetary policy action we
re: Ben S. Bernanke, Chairman; Timothy F.
Geithner, Vice Chairman; Donald L. Kohn; Randa
ll S. Kroszner; Frederic S. Mishkin; SandraPianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.  Voting against was Richard W.
Fisher, who preferred no change in the target 
for the federal funds rate at this meeting.In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in thediscount rate to 3-1/2 percent.  In taking this action, the Board approved the requests submitted bythe Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia,
Cleveland, Atlanta, Chicago, St. Louis, Kansas City, and San Francisco.
"
